ID de la venta,Nombre producto,Cantidad vendida,Precio unitario,Fecha de venta
501,Router Mesh,48,386.54,2025-03-06
502,Disco Duro,2,1362.68,2024-06-15
503,Webcam,1,1800.1,2024-05-12
504,Antena Satelital,3,1401.46,2024-12-28
505,Caja de Herramientas Electrónicas,30,716.02,2024-12-22
506,Placa de Desarrollo ESP32,11,1088.82,2025-03-30
507,Monitor Portátil,16,1198.97,2024-12-26
508,Disco Duro,36,1973.23,2025-02-27
509,Cerradura Inteligente,5,305.42,2024-05-13
510,Grabadora de Voz,25,1377.62,2024-12-29
511,Cafetera Inteligente,29,57.24,2024-08-15
512,Laptop,4,240.43,2025-03-31
513,Proyector,8,1927.82,2024-11-03
514,Disco Externo SSD,24,517.39,2024-11-05
515,Reproductor de Vinilo,2,1466.11,2025-02-18
516,Módulo GPS para Arduino,37,1627.56,2024-09-15
517,Micrófono,38,32.38,2024-11-28
518,Cargador Solar Portátil,50,1994.87,2024-11-22
519,Smart Ring,31,775.9,2024-11-29
520,Placa de Desarrollo ESP32,36,1139.56,2024-12-03
521,Lámpara Inteligente,17,1023.83,2024-08-22
522,Fuente de Poder,44,1248.51,2025-03-23
523,Telescopio Digital,41,313.0,2024-11-10
524,Placa de Desarrollo ESP32,47,86.14,2024-05-17
525,Placa de Desarrollo ESP32,36,1296.03,2025-02-15
526,Antena Satelital,19,1682.86,2024-07-29
527,Cámara para Streaming,7,947.56,2024-08-10
528,Cerradura Inteligente,29,81.44,2025-02-25
529,Controlador VR,27,649.05,2024-11-29
530,Gimbal,16,1144.51,2024-12-19
531,Router Mesh,41,1534.08,2024-12-29
532,Teclado Mecánico,26,1182.08,2025-01-10
533,Guantes VR,38,992.97,2025-01-21
534,Robot Aspiradora,33,1976.75,2024-04-27
535,Proyector,40,370.36,2024-06-19
536,Proyector,2,44.57,2024-08-08
537,Timbre Inteligente,16,60.88,2024-10-02
538,Monitor,17,1120.15,2024-08-13
539,Cámara para Streaming,15,1491.19,2024-07-17
540,Micrófono Inalámbrico,50,914.7,2024-10-17
541,Altavoces,12,1131.95,2025-01-10
542,Sensor de Movimiento,26,1586.79,2024-09-15
543,Sistema de Alarma Inteligente,28,1337.52,2025-03-21
544,Controlador VR,46,1341.69,2024-05-09
545,Laptop,49,1293.97,2024-05-01
546,Laptop,37,1215.94,2024-04-25
547,Placa Madre,30,1036.92,2024-08-08
548,Antena Satelital,13,1913.77,2024-12-20
549,Cargador Portátil,2,189.09,2024-10-01
550,Smartwatch,10,868.64,2024-11-12
551,Monitor Portátil,44,297.9,2024-10-06
552,Lentes de Realidad Aumentada,28,1897.34,2024-05-25
553,Memoria RAM,7,517.35,2024-06-11
554,Procesador,43,368.3,2024-05-27
555,Tarjeta de Sonido,16,1029.1,2024-08-09
556,Termostato Inteligente,2,1498.15,2025-02-28
557,Controlador VR,4,1934.8,2024-12-28
558,Drone,31,828.21,2024-05-28
559,Cámara de Acción 4K,47,1129.38,2024-11-02
560,Joystick,7,386.43,2024-11-02
561,Grabadora de Voz,7,510.75,2024-12-03
562,Cámara para Streaming,15,1123.31,2024-06-08
563,Grabadora de Voz,16,1622.26,2024-08-15
564,Raspberry Pi,40,1477.27,2024-11-08
565,Kit de Energía Eólica,28,607.62,2024-08-12
566,Robot Aspiradora,3,1651.12,2024-12-15
567,Interruptor Inteligente,45,1656.32,2024-10-23
568,Cinta LED RGB,35,320.37,2024-09-16
569,Fuente de Poder,11,926.29,2024-09-20
570,Memoria USB,4,146.3,2024-10-16
571,Reproductor Multimedia,31,1402.8,2024-09-27
572,Cafetera Inteligente,19,573.54,2024-05-27
573,Teclado Mecánico,41,1515.48,2025-02-09
574,Monitor Ultrawide,13,1114.63,2025-02-14
575,Mochila Solar,46,11.59,2024-08-08
576,Teclado,12,1667.42,2024-07-15
577,Placa Madre,32,26.68,2024-10-09
578,Luz de Emergencia Recargable,11,1089.43,2025-01-02
579,Cerradura Inteligente,27,994.88,2024-08-06
580,Cámara de Seguridad,16,711.86,2024-05-01
581,Lámpara Inteligente,43,329.61,2025-01-06
582,Silla Gamer,23,1941.85,2025-02-19
583,Cámara para Auto Dashcam,17,1546.71,2024-07-12
584,Cámara para Auto Dashcam,44,1882.29,2025-03-27
585,Altavoces,50,1235.17,2024-05-25
586,Proyector,44,299.52,2024-07-30
587,SSD,7,734.77,2024-10-17
588,Tarjeta de Sonido,7,1718.58,2024-11-25
589,Joystick,37,496.34,2024-09-14
590,Sistema de Sonido Envolvente,37,441.62,2024-09-29
591,Procesador,19,1206.46,2025-01-07
592,Disco Externo SSD,2,407.0,2024-12-24
593,Proyector 4K,26,1754.28,2024-09-11
594,Gimbal,16,659.58,2025-02-23
595,Lentes de Realidad Aumentada,46,631.39,2025-02-09
596,Smart Ring,14,24.69,2024-05-28
597,Repetidor WiFi,31,833.47,2024-06-23
598,Teclado Mecánico,24,1888.54,2024-10-10
599,Silla Gamer,32,933.28,2024-12-06
600,Webcam,15,1126.58,2024-11-03
601,Laptop,43,745.21,2024-08-03
602,Smart Ring,46,798.02,2024-08-11
603,Mochila Solar,14,1777.91,2024-07-31
604,Gimbal,36,1810.45,2024-06-29
605,Batería Externa,37,1409.82,2024-07-06
606,Luz de Emergencia Recargable,16,901.5,2024-12-23
607,Laptop,42,658.21,2024-11-16
608,Silla Gamer,47,1423.42,2024-09-03
609,Luz de Emergencia Recargable,46,692.36,2024-10-05
610,Placa Madre,25,707.19,2024-10-30
611,Cámara,15,402.36,2024-08-15
612,Power Bank Solar,16,655.31,2024-07-19
613,Impresora 3D,4,1696.19,2025-03-20
614,Mouse,28,1377.99,2024-07-30
615,Consola de Videojuegos,37,710.79,2024-11-08
616,Router Mesh,17,156.91,2024-09-23
617,Kit Arduino,34,1208.25,2024-08-17
618,Reproductor de Vinilo,44,1372.04,2025-03-13
619,Placa Madre,17,516.68,2024-09-06
620,Cámara de Acción 4K,49,692.21,2024-10-12
621,Kit Arduino,32,363.41,2024-12-26
622,Mini PC,44,805.67,2024-10-20
623,Telescopio Digital,6,1674.61,2024-08-24
624,Placa de Desarrollo ESP32,32,29.11,2025-03-11
625,Drone,1,385.42,2025-02-09
626,Monitor de Frecuencia Cardíaca,6,1466.03,2024-11-06
627,Termostato Inteligente,12,523.3,2024-05-01
628,Monitor de Frecuencia Cardíaca,4,193.26,2024-10-23
629,Gimbal,21,1386.79,2024-05-27
630,Control Remoto Universal,27,428.08,2024-05-27
631,Cafetera Inteligente,45,638.57,2025-02-28
632,Cámara de Seguridad,22,95.57,2024-08-02
633,Raspberry Pi,8,71.73,2024-05-22
634,Interruptor Inteligente,38,557.53,2024-05-16
635,Timbre Inteligente,27,461.09,2024-08-08
636,Purificador de Aire,11,803.51,2024-12-11
637,Cámara para Streaming,49,1412.12,2024-09-15
638,Proyector,34,175.18,2024-08-18
639,Termómetro Inteligente,21,1147.68,2024-11-14
640,Kit de Energía Eólica,25,1553.67,2024-10-04
641,Disco Duro,27,1394.92,2024-11-28
642,Lámpara Inteligente,7,1921.02,2024-07-15
643,Mochila Solar,28,126.13,2025-02-17
644,Cargador Inalámbrico,17,696.44,2024-07-06
645,Termómetro Inteligente,28,719.21,2024-12-13
646,Antena Satelital,45,1365.8,2024-08-08
647,Tarjeta Gráfica,23,1557.96,2025-01-03
648,Cargador Portátil,39,1778.21,2024-08-16
649,Smart Ring,42,1121.97,2024-08-08
650,Cargador Solar Portátil,49,130.08,2024-08-06
651,Mouse,21,580.41,2024-06-23
652,Monitor,10,406.27,2025-02-23
653,Lector de Huellas,20,1763.35,2024-12-28
654,Memoria RAM,14,1605.08,2024-09-13
655,Disco Duro,22,171.16,2024-04-26
656,Memoria RAM,33,1485.89,2025-03-21
657,Guantes VR,4,708.52,2024-12-17
658,SSD,42,1657.46,2025-03-02
659,Telescopio Digital,18,1000.81,2025-03-03
660,Altavoces,46,583.38,2024-06-28
661,Luz de Emergencia Recargable,28,1179.95,2024-09-27
662,Estabilizador de Voltaje,18,1019.9,2025-03-11
663,Tarjeta de Sonido,28,1305.83,2025-02-14
664,Sistema de Alarma Inteligente,25,990.96,2024-12-18
665,Cerradura Inteligente,6,1891.26,2024-10-31
666,Interruptor Inteligente,38,462.94,2024-10-17
667,Control Remoto Universal,30,574.07,2025-02-10
668,Kit de Domótica,43,360.33,2024-11-04
669,Caja de Herramientas Electrónicas,6,492.59,2024-12-10
670,Cargador Solar Portátil,30,844.4,2024-12-19
671,Laptop,49,895.2,2025-01-30
672,Batería Externa,6,1382.3,2024-04-15
673,Cargador Inalámbrico,41,640.05,2024-06-20
674,Mini PC,19,1940.21,2025-03-27
675,Control Remoto Universal,6,15.62,2025-01-22
676,Monitor,34,1638.3,2024-08-30
677,Laptop,17,1502.61,2024-08-14
678,Convertidor de Video HDMI,38,1493.91,2024-10-27
679,Disco Duro,33,32.97,2025-03-22
680,Lámpara Inteligente,50,784.46,2024-06-05
681,Laptop,1,813.52,2024-07-30
682,Estabilizador de Voltaje,8,1982.39,2024-08-23
683,Cámara de Acción 4K,43,685.17,2024-04-16
684,Proyector 4K,27,849.44,2024-05-06
685,Luz de Emergencia Recargable,47,1590.67,2024-06-30
686,Reproductor de Vinilo,22,1986.82,2024-12-22
687,Smartwatch,1,904.68,2024-04-04
688,Cerradura Biométrica,24,1669.31,2025-03-14
689,Kit de Energía Eólica,10,22.25,2024-06-19
690,Memoria USB,1,1598.98,2024-05-14
691,Cinta LED RGB,34,1356.65,2024-10-16
692,Micrófono Inalámbrico,20,1535.82,2024-12-21
693,Cerradura Biométrica,34,66.38,2024-06-30
694,Cámara 360°,12,795.29,2024-07-25
695,Cámara de Acción 4K,4,211.26,2024-09-27
696,Sistema de Alarma Inteligente,37,1111.34,2025-01-05
697,Convertidor de Video HDMI,40,549.32,2024-05-30
698,Tarjeta de Sonido,27,1992.26,2024-09-29
699,Impresora 3D,43,536.25,2024-10-17
700,Repetidor WiFi,22,397.87,2024-09-07
701,Smartwatch,11,591.34,2025-02-12
702,Router Mesh,45,1228.36,2024-04-25
703,Smart TV,27,1131.53,2024-04-13
704,Módulo GPS para Arduino,29,1550.53,2025-01-24
705,Lector de Huellas,40,1399.88,2025-01-29
706,Telescopio Digital,43,1940.32,2024-10-30
707,Disco Externo SSD,4,1531.92,2024-08-28
708,Cargador Portátil,23,1365.06,2024-10-06
709,Joystick,12,70.57,2025-01-23
710,Webcam,44,775.74,2024-05-13
711,Procesador,26,676.44,2024-05-21
712,Cámara para Auto Dashcam,45,1907.44,2024-06-01
713,Controlador VR,30,1937.45,2024-10-23
714,Procesador,32,1075.4,2024-04-19
715,Micrófono,32,1955.74,2025-02-06
716,Monitor de Frecuencia Cardíaca,3,369.35,2024-11-01
717,Monitor de Frecuencia Cardíaca,13,1512.88,2024-07-26
718,Antena Satelital,8,576.51,2024-05-21
719,Auriculares,5,241.92,2024-04-14
720,Timbre Inteligente,15,691.05,2025-01-30
721,Termómetro Inteligente,42,174.67,2024-09-20
722,Cámara de Acción 4K,46,1977.64,2024-07-07
723,Smart TV,5,895.12,2024-10-06
724,Procesador,2,843.15,2024-08-27
725,Controlador VR,31,333.69,2024-07-24
726,Báscula Inteligente,20,1539.04,2025-03-31
727,Teclado Mecánico,16,1588.32,2024-05-21
728,Memoria RAM,49,1660.75,2024-04-18
729,Cámara,33,999.91,2024-04-29
730,Cerradura Inteligente,15,1653.64,2024-11-22
731,Reproductor de Vinilo,28,1014.75,2025-01-22
732,Mochila Solar,14,1566.54,2024-10-10
733,Cafetera Inteligente,10,221.54,2024-08-31
734,Proyector 4K,19,1825.35,2025-02-09
735,Cafetera Inteligente,1,683.47,2024-06-13
736,Router Mesh,26,1775.38,2024-06-01
737,Báscula Inteligente,35,1367.91,2024-08-07
738,Impresora 3D,9,1003.97,2024-12-22
739,Mouse,45,500.33,2024-11-27
740,Detector de Humo,35,1484.59,2025-03-20
741,Tarjeta de Sonido,26,769.05,2024-07-11
742,Altavoces,12,1455.39,2024-06-15
743,Reproductor Multimedia,19,43.03,2024-07-08
744,Ebook Reader,34,903.82,2024-09-20
745,Freidora de Aire,36,1892.13,2024-04-27
746,Proyector 4K,10,1534.97,2024-08-04
747,Altavoces,17,1811.15,2025-03-18
748,Webcam,18,253.34,2024-08-27
749,SSD,7,1262.85,2024-06-21
750,Cámara para Auto Dashcam,3,1122.34,2024-06-04
751,Control Remoto Universal,48,1311.84,2024-06-18
752,Luz de Emergencia Recargable,36,1123.09,2025-03-27
753,Antena Satelital,33,200.38,2024-07-03
754,Sistema de Sonido Envolvente,38,77.99,2024-06-15
755,Kit de Domótica,20,1779.58,2024-10-21
756,Consola de Videojuegos,1,723.82,2025-03-20
757,Lentes de Realidad Aumentada,10,1030.63,2024-07-03
758,Memoria RAM,5,1533.39,2024-10-15
759,Power Bank Solar,25,1252.26,2024-08-07
760,Joystick,32,1751.95,2024-07-05
761,Smart Ring,41,29.34,2024-12-15
762,Drone,44,986.79,2024-11-04
763,Teclado Mecánico,47,1516.99,2025-03-07
764,Smartphone,7,899.6,2024-06-04
765,Estabilizador de Voltaje,16,1606.49,2025-03-31
766,Control Remoto Universal,30,500.14,2025-02-02
767,Mini Impresora Térmica,41,557.63,2024-12-14
768,Mini PC,38,1650.81,2025-02-20
769,Mini Impresora Térmica,15,750.95,2024-08-11
770,Cámara para Streaming,7,305.92,2024-08-24
771,Cerradura Biométrica,45,1715.89,2024-09-04
772,Control Remoto Universal,28,490.35,2024-10-02
773,Cargador Portátil,9,1777.67,2024-07-11
774,Cámara,2,1251.37,2024-11-04
775,Smart Ring,14,977.37,2024-11-01
776,Monitor de Frecuencia Cardíaca,1,485.67,2024-10-25
777,Laptop,1,652.48,2024-05-18
778,Gimbal,45,1949.21,2025-01-18
779,Raspberry Pi,16,1371.56,2024-12-15
780,Microscopio Digital,2,1786.29,2024-12-22
781,Consola de Videojuegos,32,1202.39,2024-12-03
782,Smartwatch,4,1515.72,2024-10-26
783,Smartphone,3,433.14,2024-06-21
784,Mouse,27,1828.49,2024-06-21
785,Raspberry Pi,50,417.58,2025-01-18
786,Joystick,47,1143.31,2024-06-27
787,Cafetera Inteligente,3,679.18,2024-06-12
788,Cargador Portátil,44,1963.44,2025-02-10
789,Control Remoto Universal,27,1706.57,2024-06-19
790,Lámpara Inteligente,12,1200.31,2024-05-25
791,Módulo GPS para Arduino,8,657.04,2024-04-30
792,Reproductor Multimedia,26,1849.06,2024-08-28
793,Power Bank Solar,31,1455.13,2024-11-01
794,Altavoces,11,1807.22,2025-02-10
795,Consola de Videojuegos,46,1313.11,2024-06-08
796,Luz de Emergencia Recargable,37,1383.04,2024-08-23
797,Controlador VR,23,790.74,2024-08-03
798,Auriculares,37,540.45,2025-03-10
799,Sensor de Movimiento,44,1888.65,2024-07-18
800,Cafetera Inteligente,15,510.27,2024-06-16
801,Luz de Emergencia Recargable,28,294.76,2025-02-24
802,Tarjeta de Sonido,44,982.96,2024-06-22
803,Estabilizador de Voltaje,12,1590.49,2025-01-04
804,Monitor de Frecuencia Cardíaca,4,232.05,2024-09-22
805,Smart Ring,39,606.03,2024-08-26
806,Monitor Portátil,3,1389.92,2024-10-06
807,Disco Externo SSD,6,724.56,2024-08-20
808,Cinta LED RGB,15,978.94,2024-12-06
809,Micrófono,50,1126.47,2024-09-23
810,Control Remoto Universal,2,1159.57,2024-06-06
811,Reproductor Multimedia,32,1700.79,2024-05-15
812,Disco Externo SSD,50,1304.28,2024-11-19
813,Repetidor WiFi,25,1642.77,2024-08-07
814,SSD,29,1959.91,2024-11-27
815,Estabilizador de Voltaje,50,445.8,2024-10-08
816,Cinta LED RGB,28,201.29,2024-12-03
817,Webcam,38,111.11,2024-10-28
818,Micrófono Inalámbrico,31,1900.67,2024-11-21
819,Mini PC,31,1217.58,2024-12-30
820,Lector de Huellas,42,1753.28,2024-09-16
821,Repetidor WiFi,32,224.35,2024-11-12
822,SSD,12,605.45,2025-02-08
823,Cámara de Acción 4K,14,928.73,2024-11-30
824,Lector de Huellas,39,408.54,2025-01-04
825,Luz de Emergencia Recargable,44,1394.62,2024-05-05
826,Proyector 4K,9,218.86,2025-02-26
827,Cargador Inalámbrico,37,35.74,2024-04-22
828,Sistema de Sonido Envolvente,30,139.22,2025-04-02
829,Monitor,22,341.25,2024-07-12
830,Cargador Portátil,49,201.72,2024-04-22
831,Cámara de Acción 4K,31,216.43,2024-05-03
832,Ebook Reader,12,1443.38,2024-10-25
833,Cargador Inalámbrico,11,1827.03,2024-05-08
834,Micrófono Inalámbrico,28,1428.84,2024-10-13
835,Tarjeta Gráfica,50,1820.29,2025-01-14
836,Freidora de Aire,25,656.01,2025-02-02
837,Micrófono Inalámbrico,7,555.84,2024-04-12
838,Cerradura Inteligente,32,1993.88,2024-10-22
839,Monitor,5,1307.19,2024-06-16
840,Raspberry Pi,7,1610.84,2024-05-10
841,Power Bank Solar,35,1945.57,2025-02-27
842,Estabilizador de Voltaje,44,909.42,2024-08-29
843,Lector de Huellas,20,1149.49,2024-04-18
844,Memoria USB,19,881.61,2025-01-29
845,Cámara 360°,35,1518.92,2024-07-29
846,Cámara de Seguridad,1,1488.28,2024-12-23
847,Sensor de Movimiento,8,1966.61,2024-05-05
848,Guantes VR,47,896.25,2025-03-02
849,Cargador Inalámbrico,3,1916.92,2024-07-13
850,Consola de Videojuegos,9,1189.96,2024-09-30
851,Disco Duro,46,155.85,2024-09-08
852,Drone,37,384.17,2024-10-03
853,Microscopio Digital,8,1474.3,2024-12-17
854,Impresora,39,1720.5,2024-09-01
855,Monitor Portátil,49,1002.98,2024-10-08
856,Controlador VR,43,1967.94,2024-08-17
857,Estabilizador de Voltaje,24,1216.04,2025-01-06
858,Gimbal,1,373.9,2024-09-17
859,Procesador,7,882.64,2025-03-21
860,Cámara de Seguridad,21,771.02,2024-10-20
861,Raspberry Pi,13,311.64,2025-03-04
862,Detector de Humo,2,940.61,2024-09-12
863,Guantes VR,10,510.23,2024-12-29
864,Cafetera Inteligente,35,324.53,2024-11-17
865,Tablet,43,708.07,2024-05-26
866,Smart Ring,8,1532.79,2024-07-02
867,Kit de Energía Eólica,34,594.29,2024-11-19
868,Antena Satelital,17,1942.72,2025-03-12
869,Cinta LED RGB,31,1429.18,2024-09-03
870,Fuente de Poder,49,1815.32,2024-05-06
871,Impresora 3D,42,717.03,2024-12-22
872,Auriculares,13,837.27,2024-12-21
873,Purificador de Aire,50,735.36,2025-03-11
874,Repetidor WiFi,20,1784.58,2024-07-10
875,Laptop,8,42.66,2024-12-03
876,Robot Aspiradora,23,1776.97,2024-07-28
877,Smart TV,23,27.47,2024-11-04
878,Control Remoto Universal,3,216.87,2025-01-06
879,Laptop,14,541.92,2024-09-16
880,Proyector,23,1681.44,2024-10-05
881,Timbre Inteligente,31,940.81,2025-02-25
882,Interruptor Inteligente,25,1736.42,2024-11-21
883,Placa de Desarrollo ESP32,12,1806.36,2024-09-25
884,Smart TV,30,734.96,2024-12-12
885,Ebook Reader,22,1128.92,2024-09-06
886,Panel Solar,4,1696.96,2024-10-09
887,Guantes VR,45,1812.51,2025-03-08
888,Detector de Humo,16,1113.11,2024-08-05
889,Smart TV,28,94.43,2024-12-11
890,Microscopio Digital,13,411.21,2024-11-30
891,Guantes VR,8,1450.03,2024-06-03
892,Power Bank Solar,40,736.19,2024-05-25
893,Cargador Portátil,40,1652.12,2024-06-15
894,Mini Impresora Térmica,34,551.2,2024-08-16
895,Smartphone,35,1221.01,2025-02-24
896,Drone,47,1290.14,2024-07-11
897,Drone,43,472.62,2025-01-06
898,Termostato Inteligente,6,75.59,2024-04-14
899,Hub USB-C,1,1853.58,2025-02-09
900,Reproductor Multimedia,5,558.9,2024-06-19
901,Micrófono Inalámbrico,20,396.73,2025-03-24
902,Timbre Inteligente,11,1664.34,2024-09-22
903,Monitor de Frecuencia Cardíaca,22,112.36,2025-02-22
904,Router,16,1961.16,2024-08-02
905,Estabilizador de Voltaje,30,599.66,2025-02-27
906,Reproductor Multimedia,20,1315.66,2025-03-05
907,Impresora,25,962.79,2025-01-01
908,Detector de Humo,43,1311.34,2024-05-18
909,Purificador de Aire,42,1938.49,2024-11-09
910,Tarjeta de Sonido,41,1251.96,2024-04-23
911,Laptop,34,1926.97,2024-11-16
912,Monitor Ultrawide,10,545.71,2024-05-01
913,Procesador,26,1911.38,2025-03-23
914,Kit de Domótica,34,1158.1,2024-05-07
915,Raspberry Pi,36,1313.9,2024-10-18
916,Raspberry Pi,49,1336.23,2025-01-27
917,Impresora 3D,4,1185.91,2025-03-06
918,Caja de Herramientas Electrónicas,36,916.09,2024-11-28
919,Tablet,14,1286.03,2024-06-16
920,Impresora,50,1695.51,2024-08-08
921,Kit Arduino,15,113.25,2024-06-22
922,Webcam,18,1152.85,2024-09-28
923,Cargador Portátil,18,1004.12,2024-05-12
924,Sistema de Sonido Envolvente,22,1205.7,2024-11-24
925,Cámara para Streaming,27,1363.28,2024-08-11
926,SSD,35,391.9,2024-05-05
927,Termómetro Inteligente,42,781.0,2024-07-12
928,Grabadora de Voz,6,648.54,2024-04-27
929,Gimbal,3,1000.07,2025-01-08
930,Antena Satelital,14,567.52,2025-02-19
931,Smart Mirror,19,773.54,2024-06-24
932,Termómetro Inteligente,50,131.84,2024-12-24
933,Joystick,5,543.89,2024-07-10
934,Monitor,44,611.64,2024-06-13
935,Impresora 3D,5,90.49,2025-02-16
936,Cinta LED RGB,50,743.17,2024-04-17
937,Smart Mirror,47,974.69,2024-06-20
938,Smart Mirror,35,1000.24,2024-04-29
939,Robot Aspiradora,40,15.13,2024-08-16
940,Termostato Inteligente,50,1275.5,2024-06-18
941,Kit Arduino,24,1324.46,2024-08-29
942,Lentes de Realidad Aumentada,21,203.08,2025-02-21
943,Grabadora de Voz,8,1213.29,2024-09-22
944,Auriculares,15,973.22,2024-06-02
945,Teclado,6,1841.8,2024-10-28
946,Mini PC,16,1599.12,2024-12-18
947,Purificador de Aire,45,787.09,2024-10-26
948,Placa Madre,20,733.35,2024-08-24
949,Cargador Inalámbrico,28,580.31,2025-03-14
950,Cámara para Streaming,1,351.68,2025-01-17
951,Micrófono Inalámbrico,31,1101.38,2024-04-04
952,Proyector 4K,4,458.69,2024-08-11
953,Panel Solar,44,618.43,2024-08-21
954,Teclado Mecánico,23,590.06,2024-07-06
955,Microscopio Digital,32,543.31,2024-05-28
956,Cámara de Acción 4K,42,1998.63,2024-04-22
957,Hub USB-C,25,266.77,2024-08-29
958,Memoria RAM,7,1307.52,2025-01-07
959,Webcam,42,1822.25,2024-05-16
960,Placa Madre,7,155.07,2024-10-09
961,Drone,49,615.72,2025-02-17
962,Procesador,26,502.02,2024-12-13
963,Batería Recargable Portátil,44,1795.33,2025-03-27
964,Webcam,22,1030.95,2024-09-12
965,Grabadora de Voz,14,1367.73,2025-03-29
966,Kit Arduino,40,1112.51,2024-08-11
967,Tarjeta Gráfica,25,162.7,2024-11-15
968,Cámara,27,1191.22,2025-03-13
969,Cerradura Biométrica,23,1808.44,2024-12-08
970,Báscula Inteligente,30,228.98,2024-10-28
971,Auriculares,16,991.18,2025-03-18
972,Mini Impresora Térmica,43,797.31,2025-03-10
973,Luz de Emergencia Recargable,35,600.14,2024-06-22
974,Cámara,2,771.49,2024-08-15
975,Memoria USB,13,970.89,2024-07-29
976,Drone,37,494.14,2024-09-08
977,Cinta LED RGB,38,604.05,2024-11-28
978,Power Bank Solar,36,1474.38,2024-12-29
979,Termómetro Inteligente,31,1017.35,2024-06-20
980,Repetidor WiFi,45,1706.75,2024-08-06
981,Monitor Ultrawide,18,1382.06,2024-11-28
982,Guantes VR,36,1631.83,2025-03-17
983,Cerradura Biométrica,6,1912.39,2024-04-16
984,Disco Externo SSD,40,1477.73,2024-11-03
985,Hub USB-C,6,1200.3,2024-09-16
986,Sistema de Sonido Envolvente,18,597.76,2024-12-28
987,Smartwatch,23,695.51,2024-12-10
988,Smartphone,9,1246.87,2024-04-17
989,Cámara 360°,12,400.67,2025-01-30
990,Teclado Mecánico,24,974.48,2024-05-16
991,Báscula Inteligente,7,1988.83,2025-03-12
992,Raspberry Pi,34,1257.34,2024-11-22
993,Termostato Inteligente,1,1573.41,2024-11-26
994,Proyector,3,1698.2,2025-01-27
995,Convertidor de Video HDMI,22,101.07,2024-04-30
996,Convertidor de Video HDMI,9,1782.93,2024-09-23
997,Sistema de Sonido Envolvente,26,1407.56,2024-08-27
998,Smartwatch,3,17.63,2024-05-08
999,Cámara,49,697.92,2024-08-21
1000,Joystick,21,527.89,2024-08-21
